Image,Name,Class,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: DAPI mean,Nucleus: EpCAM_E-Cadherin mean,Nucleus: cCASP3 mean,Cell: Area,Cell: EpCAM_E-Cadherin mean,Cell: cCASP3 mean,Cytoplasm: EpCAM_E-Cadherin mean,Cytoplasm: cCASP3 mean,Nucleus/Cell area ratio
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,PathCellObject,,197.34,102.91,30.25,174.4173,278.7244,175.4173,105,255.5656,169.0501,245.4931,166.2808,0.2932
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,PathCellObject,,208.36,104.94,93.5,191.4474,285.9079,179.6316,196,257.3384,171.8644,230.7946,164.6479,0.4781
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,167.36,109.1,74,192.3679,899.6187,193.194,182.25,822.6489,183.862,769.4988,177.418,0.4078
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,PathCellObject,,190.05,112.59,35.25,162.5208,205.0972,173.2778,108.75,187.4658,166.7123,178.8299,163.4966,0.3219
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,179.1,115.84,68.25,174.1087,635.1884,201.5761,158.5,633.1429,193.3987,631.5789,187.1468,0.429
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,PathCellObject,,201.46,116.84,28.5,389.9829,234.9744,176.6667,106.5,185.271,167.2313,166.5723,163.6817,0.2561
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,156.24,123.75,101,189.7709,440.9852,207.1724,231.5,515.4767,191.2238,573.7495,178.7476,0.4354
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,169.34,125.93,70.75,178.6444,853.6796,220.4437,174.75,1068.5835,203.4765,1214.9448,191.9209,0.4038
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,97.55,127.94,23.25,247.0722,760.7835,603.8145,79.75,621.2578,455.3603,561.1067,391.36,0.2853
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,258.34,137.74,109.25,299.4921,394.3651,295.2245,242.5,430.722,246.2379,460.7472,205.7828,0.4486
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,276.7,135.64,48.25,168.4623,548.5578,807.3668,152,404.7389,536.133,334.9341,404.4854,0.3168
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,95.62,136.31,30,242.2903,857.121,829.75,94.25,1000.5184,715.0079,1069.9766,659.4297,0.315
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,PathCellObject,,189.92,140.02,82,226.6061,361.1454,222.2364,196.25,299.57,194.6565,255.0088,174.6974,0.4163
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,167.08,145.82,100.75,159.8861,979.2129,198.9084,243,991.3799,190.7741,1000.0035,185.0088,0.4118
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,PathCellObject,,202.8,143.41,24,491.0606,215.5354,195.2626,98.25,182.0662,178.4427,170.7959,172.7789,0.238
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,232.86,145.68,28,412.8839,585.1786,208.6786,100.5,417.1337,183.8738,352.6781,174.3596,0.2693
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,104.97,150.13,88.25,166.4363,881.2805,212.4363,221,795.517,197.6652,738.5028,187.8456,0.3961
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,140.47,150.03,59.75,171.9372,521.2217,218.8494,170.5,637.0322,215.6808,699.3716,213.9752,0.3511
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,cCASP3,cCASP3,61.56,154.58,31.25,190.9444,435.5555,2044.381,112.5,346.6533,1355.0867,312.0803,1087.0278,0.273
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,PathCellObject,,227.63,156.2,41,167.7425,436.2395,180.8383,133,346.2622,175.6423,305.3188,173.2779,0.306
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,PathCellObject,,199.82,159.35,139.75,188.0587,303.8185,298.2722,276.5,289.4629,244.9629,274.6324,189.8897,0.511
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,151.36,156.69,36.5,160.7697,856.3553,205.8816,114,787.5457,187.7196,753.5876,178.7565,0.3259
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,PathCellObject,,78.22,159.06,34.5,145.4794,277.0891,214.2055,107,228.2953,188.7628,203.2113,175.6831,0.3276
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,175.53,164.46,116.75,274.4225,525.5584,478.4034,245,785.9531,334.948,1026.9077,202.2024,0.4777
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,PathCellObject,,188.57,163.84,20.5,160.8139,344.1279,189.0581,74,290.44,182.6533,268.8645,180.0794,0.2758
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,PathCellObject,,71.87,166.97,52.5,143.8981,309.2176,233.4676,139,268.714,202.4299,242.9823,182.7118,0.3796
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,150.28,168.2,67.75,212.8524,458.2214,212.369,153.25,557.4349,205.3046,635.8221,199.723,0.4374
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,129.48,170,104.25,179.2005,811.5656,244.8616,232.75,740.6417,224.2524,683.0504,207.5174,0.4498
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,246.61,169.82,111.75,203.5351,521.0789,188.7083,229,554.6608,179.1756,587.8785,169.7462,0.497
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,259.07,172.78,48.75,157.7047,783.2073,185.8446,123,593.3488,176.8629,472.4158,171.1419,0.3927
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,114.8,174.04,82,230.2831,399.9367,279.6295,202,405.5995,228.3164,409.5409,192.6017,0.4037
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,142.29,172.84,12.75,195.2264,1325.0754,224.6792,56.75,956.0044,206.3362,844.8636,200.8125,0.2154
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,171.13,177.05,40.75,159.2635,1068.5509,200.2395,142.25,1414.8298,196.7649,1558.3251,195.3251,0.2845
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,219.24,174.47,10,209.3415,1005.1707,194.5854,58.25,944.1313,187.4068,931.2974,185.8974,0.1562
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,223.78,181.41,57.75,301.2479,1153.1453,299.4445,129,1257.8176,246.7083,1343.1603,203.7108,0.4435
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,PathCellObject,,322.31,183.53,33.5,375.4485,233.3162,168.1985,115.75,190.8728,160.0259,173.2744,156.6372,0.285
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,230.03,191.37,149,332.4435,427.7874,334.789,268.25,685.1341,275.3659,1013.3602,199.5763,0.5557
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,128.27,187.71,14.75,171.9524,563.2064,241.4603,71.5,405.257,192.5868,361.0311,178.9022,0.2024
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,137.53,193.69,97,269.2813,844.9565,209.3657,212.75,1098.6014,203.1958,1313.2662,197.974,0.4508
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,154.46,196.62,64.25,199.2682,2283.5518,253.5287,162.25,1984.8771,223.8356,1784.9949,203.9641,0.3945
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,79.63,204.22,83.25,196.8559,453.2973,212.9309,210,693.582,212.1164,850.7819,211.5835,0.3951
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,235.12,204.12,67,173.8836,500.7382,189.9382,190.5,565.4334,180.8825,601.668,175.8106,0.3547
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,158.69,208.78,113.25,200.1077,1331.1165,396.4989,227.5,2417.7544,304.1349,3499.6367,212.175,0.4944
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,138.54,208.23,28.25,172.1379,645.5431,223.6379,98.5,1061.7975,216.2608,1234.8638,213.1935,0.2872
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,PathCellObject,,269.74,212.12,50.75,310.5588,286.0981,300.799,130.75,246.0608,224.5874,220.6956,176.3044,0.3795
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,146.06,217.85,116.25,193.5256,726.9765,925.1089,226,1244.8959,587.2658,1802.1057,223.7931,0.5157
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,PathCellObject,,275.26,219.62,29,171.3846,309.9744,191.188,95.5,229.4099,176.0862,193.9737,169.4436,0.3014
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,PathCellObject,,89.99,219.35,35.25,241.8681,289.3958,194.6806,119.5,212.6542,180.8146,179.7649,174.872,0.2897
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,PathCellObject,,72.93,229.87,64.5,154.5682,296.0947,191.4886,183.75,245.8478,179.375,217.7436,172.5996,0.356
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,185.8,248.83,101.75,200.9014,465.9038,255.2356,236.5,453.4572,216.7054,443.7062,186.5198,0.4352
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,142.54,253.56,118.75,169.7796,999.7796,295.4615,299.75,940.4792,227.6508,900.808,182.2865,0.3995
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,PathCellObject,,199.07,256.35,25.25,149.2692,206.1058,308.0192,103.75,157.6683,221.6947,141.5224,192.9199,0.2433
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,cCASP3,cCASP3,264.63,260.56,53.75,162.0605,558.0605,4730.3208,167,299.7361,1982.7781,176.8606,675.8717,0.3157
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,cCASP3,cCASP3,280.61,260.67,82.75,293.4834,357.3172,358.6646,194,309.6095,426.1714,274.1236,476.3843,0.4217
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,164.93,266.95,223.5,175.4978,488.6756,212.6063,407,599.9902,197.5233,735.5695,179.1526,0.5487
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,PathCellObject,,194.16,276.45,33.25,397.1022,358.6642,202.4964,113.5,319.4276,192.9167,302.5768,188.8025,0.2873
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 09).tif,PathCellObject,,182.31,280.51,101,160.8309,249.2108,272.5858,233,217.3766,229.2006,192.5897,195.4198,0.4349
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 10).tif,PathCellObject,,178.56,86.47,31.5,148.3828,181.5156,165,115,144.1087,159,129.6868,156.6868,0.2696
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 10).tif,PathCellObject,,192.59,95.66,155,192.6821,326.0352,249.6709,320,287.5347,208.3653,250.7389,168.8885,0.4876
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 10).tif,PathCellObject,,173.62,113.52,130,206.2868,377.8738,231.7266,273.5,298.4895,204.6356,225.9056,179.8654,0.4748
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 10).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,219.35,136.32,159,192.0786,2365.4402,199.4371,320.25,1673.9337,184.3268,993.1316,169.4505,0.4936
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 10).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,145.54,135.44,69.75,227.8339,738.4205,244.7173,172.25,999.7547,205.5152,1181.9163,178.1897,0.4032
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 10).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,163.22,143.39,176.5,156.8594,1075.0398,190.2983,354.25,1070.7722,182.3032,1066.5645,174.4202,0.496
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 10).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,138.39,144.25,27,196.8919,612.5766,318,97.25,543.4077,241.2077,515.8889,210.6559,0.2708
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 10).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,172.42,173.04,82.75,328.2312,850.5616,197.7628,196.75,809.1039,186.6426,778.8289,178.5219,0.4172
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 10).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,196.25,200.08,78.5,174.2257,786.9404,321.4012,197,841.3317,260.7215,878.1699,219.6242,0.4009
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 10).tif,PathCellObject,,223.37,219.37,33.25,149.8044,229.0435,185.0652,121.25,164.748,170.5635,139.3971,164.8457,0.2785
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 10).tif,PathCellObject,,208.37,219.87,39.75,252.3681,451.5031,271.4233,120.75,288.8247,218.5361,206.4752,191.764,0.3283
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 10).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,72.38,231.25,131,146.7108,684.4764,299.4877,318,619.9718,289.6019,574.2918,282.6011,0.4125
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 10).tif,PathCellObject,,201.25,227.59,30.25,251.7016,351.1532,188.8065,94.75,248.8649,178.6519,200.2682,173.8276,0.315
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 10).tif,PathCellObject,,212.7,228.8,10,159.2609,220.087,176.7826,54.5,182.7032,170.6119,172.763,168.9711,0.1885
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 10).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,243.03,236.94,151.75,220.2904,734.3801,626.3817,313,944.0527,824.1022,1144.8796,1013.4813,0.4878
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 10).tif,PathCellObject,,207.39,236.65,40.25,170.0849,340.3697,194.5091,115.5,225.6624,177.4021,162.5733,167.9933,0.3492
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 10).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,216.08,258.16,83,172.991,416.9551,204.515,170.75,385.7786,203.1774,355.8563,201.8937,0.4851
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 10).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,206.14,259.16,80.5,184.4329,382.5335,250.1616,162,374.1997,228.7389,365.7368,206.9845,0.4969
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 10).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,89.42,262.16,85.25,188.4094,379.4181,431.0994,186.25,358.7131,322.9048,341.1856,231.3144,0.4555
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 10).tif,PathCellObject,,89.02,272.5,26.25,223.381,367.1048,263.7143,84,280.3894,219.3717,241.4786,199.4744,0.3004
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 11).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,220.78,57.84,53.25,203.2465,836.6232,330.9581,124.5,1150.3232,243.1044,1388.6466,176.3604,0.4216
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 11).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,216.81,66.23,84.75,171.2216,1883.2974,192.6385,170.25,1448.6501,182.3644,1014.0029,172.0904,0.5008
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 11).tif,PathCellObject,,218.51,76.58,24.5,163.15,508.38,173.3,75.5,328.683,164.5654,241.4515,160.3252,0.3119
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 11).tif,PathCellObject,,150.49,115.95,86.75,272.204,285.8506,185.4598,206.25,244.4601,175.7343,214.4521,168.6833,0.4195
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 11).tif,PathCellObject,,115.86,116.89,35.75,340.8699,321.2945,184.5616,119.5,220.8589,172.4585,177.2173,167.1994,0.2923
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 11).tif,PathCellObject,,133.96,115.93,32.25,325.356,411.7046,190.947,109,253.8178,174.6105,185.9316,167.5863,0.2906
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 11).tif,PathCellObject,,129.08,123.59,14.25,146.3226,248.6613,176.5968,74.75,183.4883,167.4381,166.4388,165.0422,0.185
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 11).tif,PathCellObject,,110.4,129.7,30,176.2097,376.4677,313.7581,115,221.0544,209.5391,163.6994,171.0774,0.2619
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 11).tif,PathCellObject,,159.82,142.97,38,157.2357,292.4968,179.4268,133.5,240.4813,169.8914,218.8196,165.9204,0.2842
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 11).tif,PathCellObject,,113.27,143.33,29,365.6083,290.775,185.4083,109.75,210.5455,175.7295,180.4594,172.1,0.2649
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 11).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,127.39,167.97,25.25,173.9806,1089.6311,178.9417,90.5,1215.3873,179.4423,1265.0154,179.6398,0.2713
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 11).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,137.05,173.89,87.5,302.4629,637.6943,346.8743,198.5,1102.532,263.2045,1466.4989,197.6913,0.4426
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 11).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,125.87,184.42,40.5,187.2892,1381.9819,196.4277,119.5,1389.5386,188.7996,1393.5464,184.754,0.3382
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 11).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,168.57,188.71,77.75,206.4613,2927.1064,460.5548,174,2263.8706,380.564,1729.8363,316.1559,0.4439
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 11).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,177.46,186.94,13.75,166.0345,3080.1379,312.8621,63.5,1698.3334,247.5155,1297.61,228.565,0.2125
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 11).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,138.8,186.56,15.5,174.0154,1484.0615,197.2154,71,1572.4351,184.9017,1598.5454,181.2636,0.2072
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 11).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,153.29,193.56,113.5,289.0373,326.8333,362.114,242,413.9928,276.5124,491.3171,200.57,0.4664
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 11).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,130.95,193.49,48.25,208.4221,773.201,190.9548,114,985.4518,187.1601,1149.8015,184.2218,0.4202
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 11).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,138.39,202.62,108.25,233.1835,562.8647,252.5917,238.5,966.8987,219.3413,1304.3678,191.569,0.4513
